"","year","month","day","dep_time","sched_dep_time","dep_delay","wd","delay_cat"
"127",2013,1,1,1449,1450,-1,"周二","提前起飞"
"128",2013,1,1,1451,1500,-9,"周二","提前起飞"
"129",2013,1,1,1452,1455,-3,"周二","提前起飞"
"130",2013,1,1,1452,1457,-5,"周二","提前起飞"
"131",2013,1,1,1453,1450,3,"周二","延误0-1小时内"
"132",2013,1,1,1454,1500,-6,"周二","提前起飞"
"133",2013,1,1,1454,1500,-6,"周二","提前起飞"
"134",2013,1,1,1455,1457,-2,"周二","提前起飞"
"135",2013,1,1,1455,1459,-4,"周二","提前起飞"
"136",2013,1,1,1507,1515,-8,"周二","提前起飞"
"137",2013,1,1,1507,1510,-3,"周二","提前起飞"
"138",2013,1,1,1512,1518,-6,"周二","提前起飞"
"139",2013,1,1,1513,1515,-2,"周二","提前起飞"
"140",2013,1,1,1515,1437,38,"周二","延误0-1小时内"
"141",2013,1,1,1520,1525,-5,"周二","提前起飞"
"142",2013,1,1,1522,1530,-8,"周二","提前起飞"
"143",2013,1,1,1522,1530,-8,"周二","提前起飞"
"144",2013,1,1,1524,1457,27,"周二","延误0-1小时内"
"145",2013,1,1,1527,1530,-3,"周二","提前起飞"
"146",2013,1,1,1527,1455,32,"周二","延误0-1小时内"
"147",2013,1,1,1527,1533,-6,"周二","提前起飞"
"148",2013,1,1,1530,1530,0,"周二","提前起飞"
"149",2013,1,1,1538,1540,-2,"周二","提前起飞"
"150",2013,1,1,1539,1530,9,"周二","延误0-1小时内"
"151",2013,1,1,1539,1545,-6,"周二","提前起飞"
"152",2013,1,1,1540,1338,122,"周二","延误2-3小时内"
"153",2013,1,1,1542,1545,-3,"周二","提前起飞"
"154",2013,1,1,1543,1550,-7,"周二","提前起飞"
"155",2013,1,1,1546,1540,6,"周二","延误0-1小时内"
"156",2013,1,1,1550,1550,0,"周二","提前起飞"
"157",2013,1,1,1552,1600,-8,"周二","提前起飞"
"158",2013,1,1,1552,1600,-8,"周二","提前起飞"
"159",2013,1,1,1554,1600,-6,"周二","提前起飞"
"160",2013,1,1,1554,1600,-6,"周二","提前起飞"
"161",2013,1,1,1557,1600,-3,"周二","提前起飞"
"162",2013,1,1,1558,1359,119,"周二","延误1-2小时内"
"163",2013,1,1,1559,1605,-6,"周二","提前起飞"
"164",2013,1,1,1600,1610,-10,"周二","提前起飞"
"165",2013,1,1,1603,1550,13,"周二","延误0-1小时内"
"166",2013,1,1,1607,1555,12,"周二","延误0-1小时内"
"167",2013,1,1,1608,1609,-1,"周二","提前起飞"
"168",2013,1,1,1610,1615,-5,"周二","提前起飞"
"169",2013,1,1,1621,1548,33,"周二","延误0-1小时内"
"170",2013,1,1,1623,1620,3,"周二","延误0-1小时内"
"171",2013,1,1,1625,1550,35,"周二","延误0-1小时内"
"172",2013,1,1,1626,1630,-4,"周二","提前起飞"
"173",2013,1,1,1626,1630,-4,"周二","提前起飞"
"174",2013,1,1,1627,1459,88,"周二","延误1-2小时内"
"175",2013,1,1,1627,1630,-3,"周二","提前起飞"
"176",2013,1,1,1628,1630,-2,"周二","提前起飞"
"177",2013,1,1,1630,1636,-6,"周二","提前起飞"
"178",2013,1,1,1637,1545,52,"周二","延误0-1小时内"
"179",2013,1,1,1641,1650,-9,"周二","提前起飞"
"180",2013,1,1,1651,1650,1,"周二","延误0-1小时内"
"181",2013,1,1,1654,1700,-6,"周二","提前起飞"
"182",2013,1,1,1655,1700,-5,"周二","提前起飞"
"183",2013,1,1,1655,1700,-5,"周二","提前起飞"
"184",2013,1,1,1655,1655,0,"周二","提前起飞"
"185",2013,1,1,1656,1700,-4,"周二","提前起飞"
"186",2013,1,1,1658,1700,-2,"周二","提前起飞"
"187",2013,1,1,1701,1710,-9,"周二","提前起飞"
"188",2013,1,1,1711,1635,36,"周二","延误0-1小时内"
"189",2013,1,1,1713,1700,13,"周二","延误0-1小时内"
"190",2013,1,1,1714,1720,-6,"周二","提前起飞"
"191",2013,1,1,1716,1545,91,"周二","延误1-2小时内"
"192",2013,1,1,1718,1710,8,"周二","延误0-1小时内"
"193",2013,1,1,1720,1725,-5,"周二","提前起飞"
"194",2013,1,1,1726,1730,-4,"周二","提前起飞"
"195",2013,1,1,1726,1729,-3,"周二","提前起飞"
"196",2013,1,1,1727,1725,2,"周二","延误0-1小时内"
"197",2013,1,1,1730,1730,0,"周二","提前起飞"
"198",2013,1,1,1736,1640,56,"周二","延误0-1小时内"
"199",2013,1,1,1739,1740,-1,"周二","提前起飞"
"200",2013,1,1,1743,1615,88,"周二","延误1-2小时内"
"201",2013,1,1,1744,1720,24,"周二","延误0-1小时内"
"202",2013,1,1,1745,1749,-4,"周二","提前起飞"
"203",2013,1,1,1750,1750,0,"周二","提前起飞"
"204",2013,1,1,1751,1745,6,"周二","延误0-1小时内"
"205",2013,1,1,1758,1800,-2,"周二","提前起飞"
"206",2013,1,1,1758,1800,-2,"周二","提前起飞"
"207",2013,1,1,1800,1800,0,"周二","提前起飞"
"208",2013,1,1,1803,1800,3,"周二","延误0-1小时内"
"209",2013,1,1,1809,1810,-1,"周二","提前起飞"
"210",2013,1,1,1814,1815,-1,"周二","提前起飞"
"211",2013,1,1,1823,1830,-7,"周二","提前起飞"
"212",2013,1,1,1824,1830,-6,"周二","提前起飞"
"213",2013,1,1,1825,1829,-4,"周二","提前起飞"
"214",2013,1,1,1826,1830,-4,"周二","提前起飞"
"215",2013,1,1,1832,1835,-3,"周二","提前起飞"
"216",2013,1,1,1840,1836,4,"周二","延误0-1小时内"
"217",2013,1,1,1840,1845,-5,"周二","提前起飞"
"218",2013,1,1,1843,1845,-2,"周二","提前起飞"
"219",2013,1,1,1843,1835,8,"周二","延误0-1小时内"
"220",2013,1,1,1846,1855,-9,"周二","提前起飞"
"221",2013,1,1,1848,1745,63,"周二","延误1-2小时内"
"222",2013,1,1,1850,1900,-10,"周二","提前起飞"
"223",2013,1,1,1850,1850,0,"周二","提前起飞"
"224",2013,1,1,1850,1850,0,"周二","提前起飞"
"225",2013,1,1,1856,1645,131,"周二","延误2-3小时内"
"226",2013,1,1,1856,1859,-3,"周二","提前起飞"
"227",2013,1,1,1856,1855,1,"周二","延误0-1小时内"
"228",2013,1,1,1859,1900,-1,"周二","提前起飞"
"229",2013,1,1,1900,1845,15,"周二","延误0-1小时内"
"230",2013,1,1,1904,1905,-1,"周二","提前起飞"
"231",2013,1,1,1905,1900,5,"周二","延误0-1小时内"
"232",2013,1,1,1906,1915,-9,"周二","提前起飞"
"233",2013,1,1,1909,1912,-3,"周二","提前起飞"
"234",2013,1,1,1909,1910,-1,"周二","提前起飞"
"235",2013,1,1,1910,1910,0,"周二","提前起飞"
"236",2013,1,1,1915,1920,-5,"周二","提前起飞"
"237",2013,1,1,1921,1920,1,"周二","延误0-1小时内"
"238",2013,1,1,1923,1859,24,"周二","延误0-1小时内"
"239",2013,1,1,1925,1900,25,"周二","延误0-1小时内"
"240",2013,1,1,1928,1930,-2,"周二","提前起飞"
"241",2013,1,1,1930,1745,105,"周二","延误1-2小时内"
"242",2013,1,1,1934,1725,129,"周二","延误2-3小时内"
"243",2013,1,1,1937,1905,32,"周二","延误0-1小时内"
"244",2013,1,1,1939,1840,59,"周二","延误0-1小时内"
"245",2013,1,1,1939,1940,-1,"周二","提前起飞"
"246",2013,1,1,1942,1705,157,"周二","延误2-3小时内"
"247",2013,1,1,1945,1940,5,"周二","延误0-1小时内"
"248",2013,1,1,1949,1859,50,"周二","延误0-1小时内"
"249",2013,1,1,1952,2000,-8,"周二","提前起飞"
"250",2013,1,1,1955,2000,-5,"周二","提前起飞"
"251",2013,1,1,1957,2005,-8,"周二","提前起飞"
"252",2013,1,1,1957,1945,12,"周二","延误0-1小时内"
"253",2013,1,1,1959,1930,29,"周二","延误0-1小时内"
"254",2013,1,1,2000,2000,0,"周二","提前起飞"
"255",2013,1,1,2013,2015,-2,"周二","提前起飞"
"256",2013,1,1,2015,2005,10,"周二","延误0-1小时内"
"257",2013,1,1,2016,1940,36,"周二","延误0-1小时内"
"258",2013,1,1,2017,1935,42,"周二","延误0-1小时内"
"259",2013,1,1,2017,2015,2,"周二","延误0-1小时内"
"260",2013,1,1,2021,2025,-4,"周二","提前起飞"
"261",2013,1,1,2023,1945,38,"周二","延误0-1小时内"
"262",2013,1,1,2024,1835,109,"周二","延误1-2小时内"
"263",2013,1,1,2025,2030,-5,"周二","提前起飞"
"264",2013,1,1,2026,1930,56,"周二","延误0-1小时内"
"265",2013,1,1,2030,2035,-5,"周二","提前起飞"
"266",2013,1,1,2030,2030,0,"周二","提前起飞"
"267",2013,1,1,2040,2040,0,"周二","提前起飞"
"268",2013,1,1,2046,2035,11,"周二","延误0-1小时内"
"269",2013,1,1,2050,1959,51,"周二","延误0-1小时内"
"270",2013,1,1,2052,2029,23,"周二","延误0-1小时内"
"271",2013,1,1,2052,2045,7,"周二","延误0-1小时内"
"272",2013,1,1,2101,2050,11,"周二","延误0-1小时内"
"273",2013,1,1,2103,2110,-7,"周二","提前起飞"
"274",2013,1,1,2107,2040,27,"周二","延误0-1小时内"
"275",2013,1,1,2115,1700,255,"周二","延误4-5小时内"
"276",2013,1,1,2128,2135,-7,"周二","提前起飞"
"277",2013,1,1,2128,2125,3,"周二","延误0-1小时内"
"278",2013,1,1,2129,2120,9,"周二","延误0-1小时内"
"279",2013,1,1,2140,2135,5,"周二","延误0-1小时内"
"280",2013,1,1,2157,2155,2,"周二","延误0-1小时内"
"281",2013,1,1,2209,2145,24,"周二","延误0-1小时内"
"282",2013,1,1,2209,2155,14,"周二","延误0-1小时内"
"283",2013,1,1,2211,2145,26,"周二","延误0-1小时内"
"284",2013,1,1,2217,2229,-12,"周二","提前起飞"
"285",2013,1,1,2217,2130,47,"周二","延误0-1小时内"
"286",2013,1,1,2229,2159,30,"周二","延误0-1小时内"
"287",2013,1,1,2240,2245,-5,"周二","提前起飞"
"288",2013,1,1,2250,2255,-5,"周二","提前起飞"
"289",2013,1,1,2306,2245,21,"周二","延误0-1小时内"
"290",2013,1,1,2307,2245,22,"周二","延误0-1小时内"
"291",2013,1,1,2310,2255,15,"周二","延误0-1小时内"
"292",2013,1,1,2326,2130,116,"周二","延误1-2小时内"
"293",2013,1,1,2327,2250,37,"周二","延误0-1小时内"
"294",2013,1,1,2353,2359,-6,"周二","提前起飞"
"295",2013,1,1,2353,2359,-6,"周二","提前起飞"
"296",2013,1,1,2356,2359,-3,"周二","提前起飞"
"297",2013,1,1,NA,600,NA,"周二","取消航班"
"298",2013,1,2,42,2359,43,"周三","延误0-1小时内"
"299",2013,1,2,126,2250,156,"周三","延误2-3小时内"
"300",2013,1,2,535,540,-5,"周三","提前起飞"
"301",2013,1,2,539,545,-6,"周三","提前起飞"
"302",2013,1,2,554,600,-6,"周三","提前起飞"
"303",2013,1,2,554,600,-6,"周三","提前起飞"
"304",2013,1,2,555,600,-5,"周三","提前起飞"
"305",2013,1,2,558,600,-2,"周三","提前起飞"
"306",2013,1,2,600,600,0,"周三","提前起飞"
"307",2013,1,2,606,610,-4,"周三","提前起飞"
"308",2013,1,2,612,615,-3,"周三","提前起飞"
"309",2013,1,2,616,600,16,"周三","延误0-1小时内"
"310",2013,1,2,617,615,2,"周三","延误0-1小时内"
"311",2013,1,2,630,610,20,"周三","延误0-1小时内"
"312",2013,1,2,637,630,7,"周三","延误0-1小时内"
"313",2013,1,2,640,640,0,"周三","提前起飞"
"314",2013,1,2,641,647,-6,"周三","提前起飞"
"315",2013,1,2,649,655,-6,"周三","提前起飞"
"316",2013,1,2,654,700,-6,"周三","提前起飞"
"317",2013,1,2,655,659,-4,"周三","提前起飞"
"318",2013,1,2,655,655,0,"周三","提前起飞"
"319",2013,1,2,655,700,-5,"周三","提前起飞"
"320",2013,1,2,656,700,-4,"周三","提前起飞"
"321",2013,1,2,659,700,-1,"周三","提前起飞"
"322",2013,1,2,704,655,9,"周三","延误0-1小时内"
"323",2013,1,2,705,630,35,"周三","延误0-1小时内"
"324",2013,1,2,707,715,-8,"周三","提前起飞"
"325",2013,1,2,709,700,9,"周三","延误0-1小时内"
"326",2013,1,2,714,715,-1,"周三","提前起飞"
"327",2013,1,2,715,721,-6,"周三","提前起飞"
"328",2013,1,2,715,715,0,"周三","提前起飞"
"329",2013,1,2,724,730,-6,"周三","提前起飞"
"330",2013,1,2,729,730,-1,"周三","提前起飞"
"331",2013,1,2,730,715,15,"周三","延误0-1小时内"
"332",2013,1,2,732,730,2,"周三","延误0-1小时内"
"333",2013,1,2,732,736,-4,"周三","提前起飞"
"334",2013,1,2,733,735,-2,"周三","提前起飞"
"335",2013,1,2,733,737,-4,"周三","提前起飞"
"336",2013,1,2,739,745,-6,"周三","提前起飞"
"337",2013,1,2,743,745,-2,"周三","提前起飞"
"338",2013,1,2,747,749,-2,"周三","提前起飞"
"339",2013,1,2,751,800,-9,"周三","提前起飞"
"340",2013,1,2,755,800,-5,"周三","提前起飞"
"341",2013,1,2,757,800,-3,"周三","提前起飞"
"342",2013,1,2,800,810,-10,"周三","提前起飞"
"343",2013,1,2,801,810,-9,"周三","提前起飞"
"344",2013,1,2,806,810,-4,"周三","提前起飞"
"345",2013,1,2,807,810,-3,"周三","提前起飞"
"346",2013,1,2,808,810,-2,"周三","提前起飞"
"347",2013,1,2,809,810,-1,"周三","提前起飞"
"348",2013,1,2,811,815,-4,"周三","提前起飞"
"349",2013,1,2,815,825,-10,"周三","提前起飞"
"350",2013,1,2,817,820,-3,"周三","提前起飞"
"351",2013,1,2,817,810,7,"周三","延误0-1小时内"
"352",2013,1,2,818,805,13,"周三","延误0-1小时内"
"353",2013,1,2,818,820,-2,"周三","提前起飞"
"354",2013,1,2,819,800,19,"周三","延误0-1小时内"
"355",2013,1,2,820,827,-7,"周三","提前起飞"
"356",2013,1,2,820,820,0,"周三","提前起飞"
"357",2013,1,2,827,820,7,"周三","延误0-1小时内"
"358",2013,1,2,828,835,-7,"周三","提前起飞"
"359",2013,1,2,828,830,-2,"周三","提前起飞"
"360",2013,1,2,829,830,-1,"周三","提前起飞"
"361",2013,1,2,836,840,-4,"周三","提前起飞"
"362",2013,1,2,837,845,-8,"周三","提前起飞"
"363",2013,1,2,839,800,39,"周三","延误0-1小时内"
"364",2013,1,2,841,845,-4,"周三","提前起飞"
"365",2013,1,2,843,845,-2,"周三","提前起飞"
"366",2013,1,2,844,845,-1,"周三","提前起飞"
"367",2013,1,2,845,810,35,"周三","延误0-1小时内"
"368",2013,1,2,855,900,-5,"周三","提前起飞"
"369",2013,1,2,857,900,-3,"周三","提前起飞"
"370",2013,1,2,858,900,-2,"周三","提前起飞"
"371",2013,1,2,903,900,3,"周三","延误0-1小时内"
"372",2013,1,2,904,910,-6,"周三","提前起飞"
"373",2013,1,2,907,904,3,"周三","延误0-1小时内"
"374",2013,1,2,909,900,9,"周三","延误0-1小时内"
"375",2013,1,2,913,905,8,"周三","延误0-1小时内"
"376",2013,1,2,916,919,-3,"周三","提前起飞"
"377",2013,1,2,925,920,5,"周三","延误0-1小时内"
"378",2013,1,2,926,930,-4,"周三","提前起飞"
"379",2013,1,2,928,905,23,"周三","延误0-1小时内"
"380",2013,1,2,928,825,63,"周三","延误1-2小时内"
"381",2013,1,2,934,937,-3,"周三","提前起飞"
"382",2013,1,2,940,922,18,"周三","延误0-1小时内"
"383",2013,1,2,952,953,-1,"周三","提前起飞"
"384",2013,1,2,953,955,-2,"周三","提前起飞"
"385",2013,1,2,955,1000,-5,"周三","提前起飞"
"386",2013,1,2,1003,820,103,"周三","延误1-2小时内"
"387",2013,1,2,1004,945,19,"周三","延误0-1小时内"
"388",2013,1,2,1010,1015,-5,"周三","提前起飞"
"389",2013,1,2,1015,1015,0,"周三","提前起飞"
"390",2013,1,2,1020,959,21,"周三","延误0-1小时内"
"391",2013,1,2,1024,1025,-1,"周三","提前起飞"
"392",2013,1,2,1028,1030,-2,"周三","提前起飞"
"393",2013,1,2,1036,1040,-4,"周三","提前起飞"
"394",2013,1,2,1038,1030,8,"周三","延误0-1小时内"
"395",2013,1,2,1046,1050,-4,"周三","提前起飞"
"396",2013,1,2,1055,915,100,"周三","延误1-2小时内"
"397",2013,1,2,1056,1100,-4,"周三","提前起飞"
"398",2013,1,2,1057,1100,-3,"周三","提前起飞"
"399",2013,1,2,1100,1100,0,"周三","提前起飞"
"400",2013,1,2,1109,1115,-6,"周三","提前起飞"
"401",2013,1,2,1122,1130,-8,"周三","提前起飞"
"402",2013,1,2,1125,1130,-5,"周三","提前起飞"
"403",2013,1,2,1127,1129,-2,"周三","提前起飞"
"404",2013,1,2,1131,1130,1,"周三","延误0-1小时内"
"405",2013,1,2,1134,1123,11,"周三","延误0-1小时内"
"406",2013,1,2,1153,1200,-7,"周三","提前起飞"
"407",2013,1,2,1156,1158,-2,"周三","提前起飞"
"408",2013,1,2,1156,1200,-4,"周三","提前起飞"
"409",2013,1,2,1159,1200,-1,"周三","提前起飞"
"410",2013,1,2,1201,1200,1,"周三","延误0-1小时内"
"411",2013,1,2,1204,1200,4,"周三","延误0-1小时内"
"412",2013,1,2,1216,1220,-4,"周三","提前起飞"
"413",2013,1,2,1220,1229,-9,"周三","提前起飞"
"414",2013,1,2,1230,1235,-5,"周三","提前起飞"
"415",2013,1,2,1234,1225,9,"周三","延误0-1小时内"
"416",2013,1,2,1240,1245,-5,"周三","提前起飞"
"417",2013,1,2,1245,1249,-4,"周三","提前起飞"
"418",2013,1,2,1249,1258,-9,"周三","提前起飞"
"419",2013,1,2,1250,1245,5,"周三","延误0-1小时内"
"420",2013,1,2,1256,1252,4,"周三","延误0-1小时内"
"421",2013,1,2,1300,1300,0,"周三","提前起飞"
"422",2013,1,2,1301,1259,2,"周三","延误0-1小时内"
"423",2013,1,2,1324,1330,-6,"周三","提前起飞"
"424",2013,1,2,1326,1330,-4,"周三","提前起飞"
"425",2013,1,2,1328,1330,-2,"周三","提前起飞"
"426",2013,1,2,1331,1324,7,"周三","延误0-1小时内"
"427",2013,1,2,1333,1259,34,"周三","延误0-1小时内"
"428",2013,1,2,1339,1335,4,"周三","延误0-1小时内"
"429",2013,1,2,1341,1345,-4,"周三","提前起飞"
"430",2013,1,2,1345,1240,65,"周三","延误1-2小时内"
"431",2013,1,2,1352,1355,-3,"周三","提前起飞"
"432",2013,1,2,1353,1356,-3,"周三","提前起飞"
"433",2013,1,2,1356,1359,-3,"周三","提前起飞"
"434",2013,1,2,1356,1355,1,"周三","延误0-1小时内"
"435",2013,1,2,1404,1359,5,"周三","延误0-1小时内"
"436",2013,1,2,1416,1429,-13,"周三","提前起飞"
"437",2013,1,2,1430,1435,-5,"周三","提前起飞"
"438",2013,1,2,1437,1437,0,"周三","提前起飞"
"439",2013,1,2,1442,1445,-3,"周三","提前起飞"
"440",2013,1,2,1444,1455,-11,"周三","提前起飞"
"441",2013,1,2,1448,1455,-7,"周三","提前起飞"
"442",2013,1,2,1450,1450,0,"周三","提前起飞"
"443",2013,1,2,1451,1455,-4,"周三","提前起飞"
"444",2013,1,2,1451,1457,-6,"周三","提前起飞"
"445",2013,1,2,1452,1457,-5,"周三","提前起飞"
"446",2013,1,2,1456,1422,34,"周三","延误0-1小时内"
"447",2013,1,2,1457,1459,-2,"周三","提前起飞"
"448",2013,1,2,1458,1500,-2,"周三","提前起飞"
"449",2013,1,2,1500,1500,0,"周三","提前起飞"
"450",2013,1,2,1506,1455,11,"周三","延误0-1小时内"
"451",2013,1,2,1507,1459,8,"周三","延误0-1小时内"
"452",2013,1,2,1507,1510,-3,"周三","提前起飞"
"453",2013,1,2,1513,1500,13,"周三","延误0-1小时内"
"454",2013,1,2,1524,1530,-6,"周三","提前起飞"
"455",2013,1,2,1525,1525,0,"周三","提前起飞"
"456",2013,1,2,1525,1530,-5,"周三","提前起飞"
"457",2013,1,2,1526,1518,8,"周三","延误0-1小时内"
"458",2013,1,2,1527,1500,27,"周三","延误0-1小时内"
"459",2013,1,2,1527,1450,37,"周三","延误0-1小时内"
"460",2013,1,2,1529,1530,-1,"周三","提前起飞"
"461",2013,1,2,1529,1515,14,"周三","延误0-1小时内"
"462",2013,1,2,1530,1530,0,"周三","提前起飞"
"463",2013,1,2,1530,1457,33,"周三","延误0-1小时内"
"464",2013,1,2,1534,1515,19,"周三","延误0-1小时内"
"465",2013,1,2,1535,1530,5,"周三","延误0-1小时内"
